Name,Year,Episodes,Type,Rating,Image-src,Description,Name-href
238. Cobra Kai,2018–2023,51 eps,TV-MA,8.5,"https://m.media-amazon.com/images/M/MV5BYWU4ZmI0NTItZjcyNy00MzQ5LThiNDQtZDZkNjg1NWUwN2RhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,0,140,207_.jpg","Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.",https://www.imdb.com/title/tt7221388/?ref_=chttvtp_t_238
239. Your Lie in April,2014–2018,24 eps,TV-14,8.6,"https://m.media-amazon.com/images/M/MV5BYThlNWY5ZDgtYTIxNC00ZjdiLWJmNGUtMDFjMDlmZTAzOWFiXkEyXkFqcGdeQXVyNTM4NzAzNjc@._V1_QL75_UX140_CR0,1,140,207_.jpg",A piano prodigy who lost his ability to play after suffering a traumatic event in his childhood is forced back into the spotlight by an eccentric girl with a secret of her own.,https://www.imdb.com/title/tt3895150/?ref_=chttvtp_t_239
240. Generation Kill,2008,7 eps,TV-MA,8.5,"https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@._V1_QL75_UY207_CR7,0,140,207_.jpg","A Rolling Stone reporter, embedded with The 1st Recon Marines chronicles his experiences during the first wave of the American-led assault on Baghdad in 2003.",https://www.imdb.com/title/tt0995832/?ref_=chttvtp_t_240
241. Gintama,2005–2021,375 eps,TV-14,8.7,"https://m.media-amazon.com/images/M/MV5BMDhmNjUxM2UtZTY2Zi00OTQ0LWExNjgtNDhkNTUyMjQ3MmU5XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UY207_CR3,0,140,207_.jpg","In an era where aliens have invaded and taken over feudal Tokyo, an unemployed samurai finds work however he can.",https://www.imdb.com/title/tt0988818/?ref_=chttvtp_t_241
242. Queer Eye,2018–,60 eps,TV-14,8.5,"https://m.media-amazon.com/images/M/MV5BMTdiYmYxYjItYjU2OS00NTU3LWJhYTAtYzIxYmNjOTkwMTE0XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UY207_CR13,0,140,207_.jpg","A new Fab Five set out to Atlanta to help some of the city's people refine their wardrobes, grooming, diet, cultural pursuits, and home décor.",https://www.imdb.com/title/tt7259746/?ref_=chttvtp_t_242
243. The Angry Video Game Nerd,2004–,225 eps,TV-MA,8.5,"https://m.media-amazon.com/images/M/MV5BYzExNjRkZmItYzFlNi00ZWI5LWE2MTEtNTcyZDQ1Y2QyZjBiXkEyXkFqcGdeQXVyNjg3MDM4Mzc@._V1_QL75_UY207_CR3,0,140,207_.jpg",A foul-mouthed nerd reviews bad video games.,https://www.imdb.com/title/tt1230180/?ref_=chttvtp_t_243
244. Alfred Hitchcock Presents,1955–1962,268 eps,TV-PG,8.5,"https://m.media-amazon.com/images/M/MV5BOWQ1OGI0ZTItOTNkYi00NWFhLWE3ZWYtODVmMjkzMmM1NDYwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY207_CR3,0,140,207_.jpg","Series of unrelated short stories covering elements of crime, horror, drama, and comedy about people of different backgrounds committing murders, suicides, thefts, and other sorts of crime c... Read all",https://www.imdb.com/title/tt0047708/?ref_=chttvtp_t_244
245. The Night Of,2016,8 eps,TV-MA,8.4,"https://m.media-amazon.com/images/M/MV5BMjQyOTgxMDI0Nl5BMl5BanBnXkFtZTgwOTE4MzczOTE@._V1_QL75_UX140_CR0,0,140,207_.jpg","After a night of partying with a woman he picked up, a man wakes up to find her stabbed to death and is charged with her murder.",https://www.imdb.com/title/tt2401256/?ref_=chttvtp_t_245
246. RuPaul's Drag Race,2009–,212 eps,,8.5,"https://m.media-amazon.com/images/M/MV5BODJkZjk3MzgtNzhhNy00ZmFhLTkxNzktZGYzOWU4Y2E1MjZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",RuPaul searches for America's next drag superstar.,https://www.imdb.com/title/tt1353056/?ref_=chttvtp_t_246
247. Foyle's War,2002–2015,28 eps,,8.6,"https://m.media-amazon.com/images/M/MV5BOWIyYjcwNGYtZTZkNS00ODE3LWFhMzEtODE3OGVkZWZjY2Q4XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY207_CR4,0,140,207_.jpg","As WWII rages, DCS Foyle fights his own war on the home-front; investigating crime on the south coast of England. Later series, see the retired detective working as an MI5 agent in the after... Read all",https://www.imdb.com/title/tt0310455/?ref_=chttvtp_t_247
248. Southland,2009–2013,43 eps,,8.5,"https://m.media-amazon.com/images/M/MV5BMjAwNzQ4MTMyMF5BMl5BanBnXkFtZTcwMDk3NTYyNw@@._V1_QL75_UY207_CR3,0,140,207_.jpg",The lives of Police Officers working for the Los Angeles Police Department.,https://www.imdb.com/title/tt1299368/?ref_=chttvtp_t_248
249. Kardes Payi,2014–2015,35 eps,,8.6,"https://m.media-amazon.com/images/M/MV5BNDI2YThjNzAtZWZiMS00OWZkLWIwY2UtN2RjNTU5MGE1ODdkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY207_CR4,0,140,207_.jpg",The two brothers have a plumbing company and they are trying to invent something that would make the world a better place.,https://www.imdb.com/title/tt3671754/?ref_=chttvtp_t_249
250. Big Little Lies,2017–2019,14 eps,,8.5,"https://m.media-amazon.com/images/M/MV5BZmNjYzdjN2ItOTBlNy00Mjc0LWE4YmMtYTQ4ZjQzNTMyNDc4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",The apparently-perfect lives of upper-class mothers of students at a prestigious elementary school unravel to the point of murder when a single mother moves to their quaint California beach ... Read all,https://www.imdb.com/title/tt3920596/?ref_=chttvtp_t_250
